La confiance en soi est le premier secret du succès.,Ralph Waldo Emerson,,energetic,confidence|self|secret|success,#emerson|#confiance|#citation|#sagesse|#succès|#soi|#quotes|#motivation|#vie,0,;
Si tu as peur de faire quelque chose, fais-le quand même. La peur ne disparaît jamais.,Susan Jeffers,,energetic,fear|do|anyway|never disappear,#jeffers|#courage|#citation|#peur|#sagesse|#action|#quotes|#motivation|#vie,0,;
Nous sommes les architectes de notre propre destin.,Appius Claudius Caecus,,energetic,architect|destiny|own|build,#destin|#architecte|#citation|#sagesse|#créer|#vie|#quotes|#responsabilité|#philosophie,0,;
On n'apprend pas à vivre, on vit et l'on apprend.,Voltaire,,warm,live|learn|experience|ongoing,#voltaire|#vie|#citation|#apprentissage|#sagesse|#expérience|#quotes|#humanité|#philosophie,0,;
Donne sans te rappeler. Reçois sans oublier.,Brian Tracy,,warm,give|receive|forget|gratitude,#tracy|#générosité|#citation|#sagesse|#gratitude|#donner|#quotes|#humanité|#vie,0,;
Ce que la chenille appelle la fin du monde, le sage l'appelle papillon.,Richard Bach,,warm,butterfly|transformation|end|beginning,#bach|#transformation|#citation|#sagesse|#papillon|#chenille|#quotes|#vie|#changement,0,;
L'adversité révèle le génie. La prospérité le cache.,Horace,,energetic,adversity|genius|reveal|prosperity,#horace|#adversité|#citation|#génie|#sagesse|#révéler|#quotes|#vie|#résilience,0,;
Le seul moyen de se préparer à l'avenir est de concentrer toute ton imagination et ton enthousiasme sur l'exécution parfaite du travail présent.,Focillon,,energetic,future|present|perfect|execute,#focillon|#présent|#citation|#sagesse|#avenir|#travail|#quotes|#motivation|#action,0,;
Ne te bats pas contre les forces de la nature. Apprends à naviguer.,Anonyme,,calm,nature|navigate|fight|flow,#navigation|#nature|#citation|#sagesse|#forces|#adaptation|#quotes|#vie|#sagesse,0,;
Les grandes choses n'arrivent jamais dans la zone de confort.,Anonyme,,energetic,great|comfort zone|happen|beyond,#dépassement|#zone|#citation|#sagesse|#grandes choses|#courage|#quotes|#vie|#croissance,0,;
Ce que tu soignes en toi soigne aussi les autres.,Anonyme,,warm,heal|self|others|care,#guérison|#soin|#citation|#sagesse|#soi|#autres|#quotes|#bienveillance|#humanité,0,;
Transforme ta blessure en sagesse.,Oprah Winfrey,,warm,wound|wisdom|transform|growth,#oprah|#blessure|#citation|#sagesse|#transformation|#croissance|#quotes|#résilience|#vie,0,;
Il n'y a pas de plus grand voyage que celui vers soi-même.,Anonyme,,contemplative,journey|self|greatest|inner,#voyage|#soi|#citation|#sagesse|#intérieur|#découverte|#quotes|#chemin|#profondeur,0,;
Dépense ton énergie à construire ce que tu veux, pas à détruire ce que tu n'aimes pas.,Anonyme,,energetic,build|energy|destroy|spend,#énergie|#construire|#citation|#sagesse|#positif|#focus|#quotes|#vie|#motivation,0,;
La vie est un voyage, non une destination.,Ralph Waldo Emerson,,warm,journey|destination|life|travel,#emerson|#voyage|#citation|#sagesse|#vie|#chemin|#quotes|#destination|#philosophie,0,;
Sois la personne que tu aurais voulu avoir à tes côtés dans les moments difficiles.,Anonyme,,warm,person|difficult|be|support,#bienveillance|#soutien|#citation|#sagesse|#personne|#aide|#quotes|#humanité|#vie,0,;
Le vrai succès se mesure à la tranquillité de ton âme.,Anonyme,,calm,success|soul|peace|measure,#succès|#âme|#citation|#sagesse|#tranquillité|#mesure|#quotes|#vie|#sérénité,0,;
La beauté est la splendeur du vrai.,Platon,,contemplative,beauté|vérité|splendeur|lumière,#philosophie|#platon|#vérité|#beauté|#sagesse|#contemplation|#idéal|#lumière|#pensée,0,;
L'amour est un désir d'immortalité.,Platon,,warm,amour|immortalité|désir|éternité,#amour|#platon|#philosophie|#immortalité|#désir|#éternité|#âme|#beauté|#sagesse,0,;
L'éducation est l'allumage d'une flamme, non le remplissage d'un vase.,Platon,,energetic,éducation|flamme|curiosité|éveil,#éducation|#platon|#apprentissage|#éveil|#philosophie|#curiosité|#flamme|#sagesse|#inspiration,0,;
Le courage est de savoir ce qu'il ne faut pas craindre.,Platon,,energetic,courage|peur|sagesse|force,#courage|#platon|#philosophie|#peur|#sagesse|#force|#détermination|#mental|#inspiration,0,;
L'ignorance est la source de tous les maux.,Platon,,contemplative,ignorance|savoir|mal|connaissance,#platon|#philosophie|#connaissance|#ignorance|#sagesse|#vérité|#réflexion|#éveil|#pensée,0,;
Nul n'est méchant volontairement.,Platon,,contemplative,bien|mal|volonté|humanité,#platon|#philosophie|#humanité|#bien|#mal|#sagesse|#compréhension|#âme|#réflexion,0,;
La philosophie est une préparation à la mort.,Platon,,melancholic,philosophie|mort|préparation|âme,#platon|#philosophie|#mort|#âme|#sagesse|#vie|#méditation|#contemplation|#pensée,0,;
Ce que l'on fait par amour se fait toujours au-delà du bien et du mal.,Platon,,warm,amour|bien|mal|dépassement,#amour|#platon|#philosophie|#bien|#mal|#dépasser|#sagesse|#âme|#inspiration,0,;
L'homme qui fait le moins de compromis avec son âme est le plus heureux.,Platon,,contemplative,âme|bonheur|intégrité|compromis,#platon|#âme|#bonheur|#intégrité|#philosophie|#sagesse|#authenticité|#soi|#développementPersonnel,0,;
La musique est pour l'âme ce que la gymnastique est pour le corps.,Platon,,calm,musique|âme|corps|harmonie,#platon|#musique|#âme|#harmonie|#philosophie|#corps|#équilibre|#sagesse|#beauté,0,;
Aimer, c'est trouver sa richesse hors de soi.,Platon,,warm,amour|richesse|soi|autre,#amour|#platon|#philosophie|#richesse|#soi|#autre|#don|#sagesse|#connexion,0,;
L'âme qui a le plus souffert est celle qui a le plus vécu.,Platon,,melancholic,âme|souffrance|vie|expérience,#platon|#âme|#souffrance|#vie|#expérience|#philosophie|#croissance|#sagesse|#résilience,0,;
Tout savoir est souvenir.,Platon,,contemplative,savoir|mémoire|connaissance|âme,#platon|#philosophie|#connaissance|#mémoire|#âme|#sagesse|#vérité|#contemplation|#pensée,0,;
La réalité n'est qu'une ombre projetée par les idées.,Platon,,contemplative,réalité|idées|ombre|perception,#platon|#philosophie|#réalité|#idées|#perception|#sagesse|#allégorie|#vérité|#contemplation,0,;
Le premier et le plus grand des triomphes est de se vaincre soi-même.,Platon,,energetic,victoire|soi|maîtrise|dépassement,#platon|#victoire|#maîtrise|#soi|#dépassement|#philosophie|#sagesse|#force|#développementPersonnel,0,;
Qui veut, peut.,Platon,,energetic,volonté|pouvoir|action|détermination,#platon|#volonté|#motivation|#action|#pouvoir|#philosophie|#sagesse|#détermination|#inspiration,0,;
Tout ce qui est beau est difficile.,Platon,,contemplative,beauté|difficulté|effort|valeur,#platon|#beauté|#effort|#philosophie|#difficulté|#valeur|#sagesse|#perfectionnisme|#inspiration,0,;
La santé n'est pas tout, mais sans la santé, tout n'est rien.,Arthur Schopenhauer,,contemplative,santé|vie|essentiel|équilibre,#schopenhauer|#santé|#philosophie|#vie|#essentiel|#équilibre|#sagesse|#bien-être|#réflexion,0,;
Le bonheur n'est pas facile à trouver, il est difficile à trouver en nous et impossible à trouver ailleurs.,Arthur Schopenhauer,,contemplative,bonheur|intérieur|recherche|soi,#schopenhauer|#bonheur|#philosophie|#intérieur|#soi|#sagesse|#recherche|#développementPersonnel|#réflexion,0,;
Chaque homme prend les limites de son champ de vision pour les limites du monde.,Arthur Schopenhauer,,contemplative,perception|limites|vision|monde,#schopenhauer|#philosophie|#perception|#limites|#vision|#sagesse|#conscience|#éveil|#réflexion,0,;
Tout verité passe par trois étapes : d'abord ridiculisée, ensuite combattue, enfin acceptée comme évidente.,Arthur Schopenhauer,,contemplative,vérité|temps|acceptation|étapes,#schopenhauer|#vérité|#philosophie|#sagesse|#temps|#acceptation|#pensée|#réflexion|#évolution,0,;
La compassion est le fondement de toute moralité.,Arthur Schopenhauer,,warm,compassion|moralité|fondement|humanité,#schopenhauer|#compassion|#philosophie|#moralité|#humanité|#sagesse|#amour|#bienveillance|#éthique,0,;
La solitude est le lot de tous les esprits d'élite.,Arthur Schopenhauer,,melancholic,solitude|esprit|élite|pensée,#schopenhauer|#solitude|#philosophie|#esprit|#sagesse|#contemplation|#pensée|#intérieur|#réflexion,0,;
Nous ne voyons pas les choses telles qu'elles sont, nous les voyons telles que nous sommes.,Arthur Schopenhauer,,contemplative,perception|réalité|soi|vision,#schopenhauer|#perception|#philosophie|#réalité|#soi|#sagesse|#conscience|#éveil|#réflexion,0,;
Le talent frappe une cible que personne d'autre ne peut atteindre ; le génie frappe une cible que personne d'autre ne peut voir.,Arthur Schopenhauer,,contemplative,talent|génie|vision|cible,#schopenhauer|#génie|#talent|#philosophie|#vision|#sagesse|#créativité|#inspiration|#pensée,0,
Presque tous nos maux viennent du rapport que nous avons avec les autres.,Arthur Schopenhauer,,melancholic,solitude|rapport|autres|mal,#schopenhauer|#solitude|#philosophie|#relations|#autres|#sagesse|#bien-être|#intérieur|#réflexion,0,;
L'argent est comme l'eau de mer : plus on en boit, plus on a soif.,Arthur Schopenhauer,,contemplative,argent|désir|insatisfaction|sagesse,#schopenhauer|#argent|#désir|#philosophie|#sagesse|#insatisfaction|#simplicité|#réflexion|#pensée,0,;
Qui n'aime pas la solitude n'aime pas la liberté.,Arthur Schopenhauer,,calm,solitude|liberté|amour|soi,#schopenhauer|#solitude|#liberté|#philosophie|#soi|#sagesse|#indépendance|#paix|#intérieur,0,;
La plus grande sagesse est de savoir que rien de ce qui nous arrive n'est ni bon ni mauvais en soi.,Arthur Schopenhauer,,calm,sagesse|perception|neutre|équanimité,#schopenhauer|#sagesse|#philosophie|#équanimité|#perception|#stoïcisme|#paix|#intérieur|#sérénité,0,;
Chaque jour est une vie en miniature.,Arthur Schopenhauer,,contemplative,jour|vie|présent|miniature,#schopenhauer|#présent|#vie|#philosophie|#quotidien|#sagesse|#conscience|#carpe diem|#réflexion,0,;
La vie oscille comme un pendule entre la douleur et l'ennui.,Arthur Schopenhauer,,melancholic,vie|douleur|ennui|oscillation,#schopenhauer|#vie|#douleur|#philosophie|#ennui|#sagesse|#existence|#réflexion|#pensée,0,;
Aller vers la forêt, c'est aller vers soi.,Henry David Thoreau,,calm,nature|soi|forêt|découverte,#thoreau|#nature|#soi|#forêt|#découverte|#voyage|#intérieur|#solitude|#pleinAir,0,;
La richesse d'un homme est mesurée par le nombre de choses dont il peut se passer.,Henry David Thoreau,,calm,richesse|simplicité|liberté|détachement,#thoreau|#simplicité|#richesse|#liberté|#philosophie|#détachement|#sagesse|#minimalisme|#vie,0,;
Il n'est jamais trop tard pour renoncer à ses préjugés.,Henry David Thoreau,,energetic,préjugés|renoncement|évolution|ouverture,#thoreau|#évolution|#préjugés|#philosophie|#ouverture|#sagesse|#changement|#croissance|#liberté,0,;
La vie n'est qu'une expérience à vivre pleinement.,Henry David Thoreau,,energetic,vie|expérience|plénitude|présent,#thoreau|#vie|#expérience|#présent|#philosophie|#plénitude|#sagesse|#carpe diem|#inspiration,0,;
Je voulais vivre profondément et sucer toute la moelle de la vie.,Henry David Thoreau,,energetic,vie|profondeur|intensité|présent,#thoreau|#vie|#intensité|#présent|#philosophie|#profondeur|#sagesse|#plénitude|#inspiration,0,;
La nature ne se presse jamais, et pourtant tout s'accomplit.,Henry David Thoreau,,calm,nature|patience|temps|accomplissement,#thoreau|#nature|#patience|#temps|#philosophie|#accomplissement|#sagesse|#fluidité|#sérénité,0,;
Si tu as bâti des châteaux en Espagne, ton travail n'est pas perdu : c'est là qu'ils doivent être.,Henry David Thoreau,,energetic,rêve|ambition|travail|idéal,#thoreau|#rêve|#ambition|#philosophie|#idéal|#inspiration|#sagesse|#travail|#motivation,0,;
Le soleil n'est que l'étoile du matin.,Henry David Thoreau,,contemplative,soleil|étoile|matin|espoir,#thoreau|#espoir|#soleil|#nature|#philosophie|#matin|#sagesse|#lumière|#renouveau,0,;
La masse des hommes mène une vie de désespoir silencieux.,Henry David Thoreau,,melancholic,désespoir|masse|silence|vie,#thoreau|#désespoir|#vie|#philosophie|#silence|#sagesse|#authenticité|#réflexion|#éveil,0,;
Allez vers vos rêves avec confiance, vivez la vie que vous avez imaginée.,Henry David Thoreau,,energetic,rêves|confiance|vie|imagination,#thoreau|#rêves|#confiance|#philosophie|#inspiration|#motivation|#vie|#sagesse|#imagination,0,;
Ce n'est pas ce que vous regardez qui compte, c'est ce que vous voyez.,Henry David Thoreau,,contemplative,perception|regard|vision|conscience,#thoreau|#perception|#vision|#philosophie|#conscience|#sagesse|#éveil|#réflexion|#pensée,0,;
L'avenir appartient à ceux qui vivent pleinement dans le présent.,Henry David Thoreau,,energetic,présent|avenir|plénitude|vie,#thoreau|#présent|#avenir|#philosophie|#plénitude|#sagesse|#carpe diem|#inspiration|#vie,0,;
La pauvreté d'un homme est mesurée par ses besoins.,Henry David Thoreau,,contemplative,pauvreté|besoins|liberté|simplicité,#thoreau|#simplicité|#liberté|#philosophie|#besoins|#sagesse|#minimalisme|#vie|#réflexion,0,;
Marcher, c'est la meilleure façon de penser.,Henry David Thoreau,,calm,marche|pensée|nature|mouvement,#thoreau|#marche|#nature|#pensée|#philosophie|#mouvement|#sagesse|#pleinAir|#bien-être,0,;
Chaque matin apporte d'heureuses occasions.,Henry David Thoreau,,energetic,matin|occasion|opportunité|renouveau,#thoreau|#matin|#occasion|#inspiration|#philosophie|#renouveau|#espoir|#sagesse|#motivation,0,;
Vivez vos questions maintenant.,Rainer Maria Rilke,,contemplative,questions|présent|vie|patience,#rilke|#questions|#présent|#poésie|#philosophie|#patience|#sagesse|#intérieur|#développementPersonnel,0,;
La beauté n'est que le commencement d'une terreur que nous sommes encore capables de supporter.,Rainer Maria Rilke,,contemplative,beauté|terreur|sublime|existence,#rilke|#beauté|#poésie|#philosophie|#sublime|#existence|#sagesse|#contemplation|#art,0,;
Peut-être que toutes les créatures qui nous effraient sont, dans leur essence la plus profonde, des êtres sans défense qui ont besoin de notre amour.,Rainer Maria Rilke,,warm,peur|amour|compassion|essence,#rilke|#amour|#compassion|#peur|#poésie|#philosophie|#sagesse|#humanité|#bienveillance,0,;
L'amour consiste à ceci : que deux solitudes se protègent, se délimitent et se saluent l'une l'autre.,Rainer Maria Rilke,,warm,amour|solitude|respect|connexion,#rilke|#amour|#solitude|#poésie|#philosophie|#relation|#sagesse|#connexion|#respect,0,;
L'unique voyage est en nous-mêmes.,Rainer Maria Rilke,,contemplative,voyage|intérieur|soi|découverte,#rilke|#voyage|#intérieur|#soi|#poésie|#philosophie|#découverte|#sagesse|#développementPersonnel,0,;
Nulle part le monde ne s'ouvre aussi grand qu'en toi.,Rainer Maria Rilke,,contemplative,monde|intérieur|soi|ouverture,#rilke|#intérieur|#soi|#monde|#poésie|#philosophie|#sagesse|#univers|#développementPersonnel,0,;
Les grandes choses demandent qu'on se taise autour d'elles.,Rainer Maria Rilke,,calm,silence|grandeur|présence|contemplation,#rilke|#silence|#grandeur|#poésie|#philosophie|#contemplation|#sagesse|#présence|#paix,0,;
Je vis de ma propre lumière.,Rainer Maria Rilke,,energetic,lumière|autonomie|soi|intérieur,#rilke|#lumière|#soi|#poésie|#philosophie|#autonomie|#sagesse|#intérieur|#inspiration,0,;
Aimer, c'est échouer à être deux.,Rainer Maria Rilke,,warm,amour|fusion|unité|relation,#rilke|#amour|#fusion|#poésie|#philosophie|#relation|#sagesse|#unité|#connexion,0,;
Soyez patient envers tout ce qui est non résolu dans votre cœur.,Rainer Maria Rilke,,calm,patience|cœur|temps|résolution,#rilke|#patience|#cœur|#poésie|#philosophie|#temps|#sagesse|#intérieur|#développementPersonnel,0,;
Si votre quotidien vous paraît pauvre, ne l'accusez pas, accusez-vous vous-même.,Rainer Maria Rilke,,energetic,quotidien|responsabilité|soi|richesse,#rilke|#responsabilité|#quotidien|#poésie|#philosophie|#soi|#sagesse|#croissance|#développementPersonnel,0,;
Toute tristesse vient d'une joie insuffisamment vécue.,Rainer Maria Rilke,,melancholic,tristesse|joie|vie|présence,#rilke|#tristesse|#joie|#poésie|#philosophie|#vie|#sagesse|#présence|#émotions,0,;
Les chefs-d'œuvre sont toujours le résultat d'un danger couru.,Rainer Maria Rilke,,energetic,chefs-d'œuvre|danger|création|art,#rilke|#art|#création|#danger|#poésie|#philosophie|#sagesse|#courage|#inspiration,0,;
Je suis seul, mais seul avec moi-même, ce qui n'est pas une solitude.,Rainer Maria Rilke,,calm,solitude|soi|présence|intérieur,#rilke|#solitude|#soi|#poésie|#philosophie|#intérieur|#sagesse|#paix|#présence,0,;
Tu dois changer ta vie.,Rainer Maria Rilke,,energetic,changement|vie|transformation|urgence,#rilke|#changement|#vie|#poésie|#philosophie|#transformation|#sagesse|#urgence|#éveil,0,;
L'attention est la forme la plus rare et la plus pure de la générosité.,Simone Weil,,calm,attention|générosité|présence|amour,#simoneWeil|#attention|#générosité|#philosophie|#présence|#sagesse|#amour|#bienveillance|#spiritualité,0,;
La beauté est une promesse de bonheur non tenu.,Simone Weil,,melancholic,beauté|bonheur|promesse|mélancolie,#simoneWeil|#beauté|#bonheur|#philosophie|#promesse|#sagesse|#mélancolie|#contemplation|#art,0,;
Ce qui est sacré, c'est la personne humaine.,Simone Weil,,contemplative,sacré|humanité|personne|dignité,#simoneWeil|#sacré|#humanité|#philosophie|#dignité|#sagesse|#spiritualité|#valeur|#éthique,0,;
L'amour a besoin de réalité.,Simone Weil,,warm,amour|réalité|vérité|ancrage,#simoneWeil|#amour|#réalité|#philosophie|#vérité|#sagesse|#relation|#authenticité|#connexion,0,;
La grâce comble, mais elle ne peut entrer que là où il y a un vide pour la recevoir.,Simone Weil,,contemplative,grâce|vide|réception|spiritualité,#simoneWeil|#grâce|#vide|#spiritualité|#philosophie|#sagesse|#intérieur|#contemplation|#âme,0,;
Le malheur est une merveille de la technique divine.,Simone Weil,,melancholic,malheur|transformation|divine|sens,#simoneWeil|#malheur|#transformation|#spiritualité|#philosophie|#sagesse|#sens|#résilience|#âme,0,;
On ne peut comprendre que ce qu'on aime.,Simone Weil,,warm,compréhension|amour|connaissance|soi,#simoneWeil|#amour|#compréhension|#philosophie|#connaissance|#sagesse|#relation|#apprentissage|#cœur,0,;
La racine de l'être humain est faite d'appartenance.,Simone Weil,,warm,appartenance|être|humanité|racine,#simoneWeil|#appartenance|#humanité|#philosophie|#être|#sagesse|#communauté|#identité|#connexion,0,;
Trouver le sens dans la souffrance, c'est déjà triompher de la souffrance.,Simone Weil,,contemplative,sens|souffrance|triomphe|résilience,#simoneWeil|#sens|#souffrance|#philosophie|#résilience|#sagesse|#triomphe|#spiritualité|#force,0,;
La beauté du monde est le sourire de tendresse du Christ pour nous.,Simone Weil,,calm,beauté|monde|tendresse|spiritualité,#simoneWeil|#beauté|#monde|#spiritualité|#philosophie|#tendresse|#sagesse|#foi|#amour,0,;
Voyager, c'est apprendre que tout le monde a raison.,Claude Lévi-Strauss,,contemplative,voyage|compréhension|relativisme|cultures,#voyage|#léviStrauss|#cultures|#compréhension|#philosophie|#ouverture|#sagesse|#anthropologie|#monde,0,;
Le voyage est la seule chose qu'on achète qui nous rend plus riches.,Anonyme,,energetic,voyage|richesse|expérience|découverte,#voyage|#richesse|#expérience|#découverte|#inspiration|#aventure|#liberté|#sagesse|#wanderlust,0,;
Chaque départ est une petite mort, chaque arrivée une renaissance.,Anonyme,,contemplative,départ|renaissance|voyage|transformation,#voyage|#départ|#renaissance|#transformation|#inspiration|#chemin|#sagesse|#vie|#wanderlust,0,;
Là où tu vas, tu te retrouves toujours toi-même.,Anonyme,,contemplative,voyage|soi|retrouvailles|intérieur,#voyage|#soi|#intérieur|#découverte|#philosophie|#sagesse|#identité|#développementPersonnel|#réflexion,0,;
Le vrai voyage de découverte ne consiste pas à chercher de nouveaux paysages, mais à avoir de nouveaux yeux.,Marcel Proust,,contemplative,voyage|découverte|regard|perspective,#proust|#voyage|#découverte|#regard|#perspective|#philosophie|#sagesse|#littérature|#inspiration,0,;
Voyager lentement, c'est voir vraiment.,Anonyme,,calm,voyage|lenteur|voir|attention,#voyage|#lenteur|#attention|#contemplation|#sagesse|#présent|#paysage|#pleine conscience|#inspiration,0,;
Une langue étrangère est une fenêtre sur une autre âme.,Anonyme,,warm,langue|culture|âme|ouverture,#voyage|#langue|#culture|#âme|#ouverture|#connexion|#monde|#sagesse|#humanité,0,;
S'égarer, c'est souvent trouver le chemin qu'on cherchait.,Anonyme,,contemplative,égarement|chemin|découverte|hasard,#voyage|#chemin|#découverte|#hasard|#inspiration|#sagesse|#aventure|#liberté|#serendipité,0,;
Le monde est un livre et ceux qui ne voyagent pas n'en lisent qu'une seule page.,Saint Augustin,,energetic,voyage|livre|monde|connaissance,#voyage|#monde|#connaissance|#saintAugustin|#inspiration|#sagesse|#aventure|#découverte|#wanderlust,0,;
Voyager, c'est la somme des erreurs accumulées et des bonheurs inattendus.,Anonyme,,warm,voyage|erreurs|bonheur|inattendu,#voyage|#bonheur|#erreurs|#inattendu|#aventure|#sagesse|#expérience|#inspiration|#wanderlust,0,;
Les plus beaux voyages sont ceux qu'on n'avait pas prévus.,Anonyme,,warm,voyage|imprévu|beauté|spontanéité,#voyage|#imprévu|#spontanéité|#beauté|#aventure|#liberté|#sagesse|#inspiration|#wanderlust,0,;
Toute frontière franchie est une peur surmontée.,Anonyme,,energetic,frontière|peur|courage|dépassement,#voyage|#courage|#peur|#frontière|#dépassement|#inspiration|#sagesse|#liberté|#aventure,0,;
Le vent n'est favorable qu'à celui qui sait où il va.,Sénèque,,energetic,direction|vent|intention|but,#voyage|#sénèque|#direction|#intention|#philosophie|#sagesse|#but|#navigation|#inspiration,0,;
On ne se baigne jamais deux fois dans le même fleuve.,Héraclite,,contemplative,changement|fleuve|impermanence|présent,#voyage|#héraclite|#changement|#impermanence|#philosophie|#sagesse|#présent|#fleuve|#nature,0,;
Voyage non pas pour arriver, mais pour voyager.,Johann Wolfgang von Goethe,,energetic,voyage|chemin|process|liberté,#voyage|#goethe|#chemin|#process|#liberté|#sagesse|#inspiration|#aventure|#wanderlust,0,;
Marcher sur un chemin inconnu, c'est déjà changer.,Anonyme,,contemplative,chemin|inconnu|changement|ouverture,#voyage|#chemin|#changement|#inconnu|#inspiration|#sagesse|#ouverture|#développementPersonnel|#aventure,0,;
La distance n'est que le manteau de l'imaginaire.,Anonyme,,contemplative,distance|imaginaire|rêve|voyage,#voyage|#imaginaire|#rêve|#distance|#poésie|#sagesse|#inspiration|#liberté|#wanderlust,0,;
Ce que tu cherches au bout du monde se trouve toujours ici.,Anonyme,,contemplative,voyage|soi|intérieur|présent,#voyage|#soi|#intérieur|#présent|#philosophie|#sagesse|#découverte|#développementPersonnel|#réflexion,0,;
Voyager, c'est se retrouver soi-même dans un décor qui change.,Anonyme,,contemplative,voyage|soi|décor|identité,#voyage|#soi|#identité|#découverte|#philosophie|#sagesse|#développementPersonnel|#inspiration|#wanderlust,0,;
Le chemin qui mène à soi passe parfois par le bout du monde.,Anonyme,,contemplative,voyage|soi|chemin|monde,#voyage|#soi|#chemin|#monde|#découverte|#philosophie|#sagesse|#développementPersonnel|#inspiration,0,;
Aimer, c'est reconnaître l'autre dans ce qu'il a d'unique.,Gabriel Marcel,,warm,amour|reconnaissance|unicité|autre,#amour|#gabrielMarcel|#reconnaissance|#unicité|#philosophie|#relation|#sagesse|#connexion|#humanité,0,;
L'amour véritable commence là où on n'attend rien en retour.,Antoine de Saint-Exupéry,,warm,amour|don|gratuité|générosité,#amour|#saintExupéry|#don|#gratuité|#philosophie|#relation|#sagesse|#générosité|#connexion,0,;
Ce n'est pas l'aimé qui est beau, c'est l'aimé qui est aimé.,Simone de Beauvoir,,warm,amour|beauté|regard|relation,#amour|#beauvoir|#beauté|#regard|#philosophie|#relation|#sagesse|#connexion|#littérature,0,;
L'amour est un art, et c'est tout un art de bien aimer.,Erich Fromm,,warm,amour|art|pratique|relation,#amour|#fromm|#art|#pratique|#philosophie|#relation|#sagesse|#connexion|#développementPersonnel,0,;
La jalousie est la sœur de l'amour, comme le diable est le frère des anges.,Gustave Flaubert,,melancholic,jalousie|amour|dualité|ombre,#amour|#flaubert|#jalousie|#dualité|#philosophie|#relation|#sagesse|#littérature|#émotions,0,;
L'amour est la seule réalité et ce n'est pas un sentiment. C'est la vérité ultime qui est au cœur de la création.,Rabindranath Tagore,,warm,amour|réalité|vérité|création,#amour|#tagore|#réalité|#vérité|#philosophie|#spiritualité|#sagesse|#création|#connexion,0,;
Le cœur a ses raisons que la raison ne connaît pas.,Blaise Pascal,,warm,cœur|raison|amour|intuition,#amour|#pascal|#cœur|#raison|#philosophie|#intuition|#sagesse|#sentiment|#connaissance,0,;
On ne peut pas empêcher les oiseaux de la tristesse de voler au-dessus de nos têtes, mais on peut les empêcher de faire leur nid dans nos cheveux.,Proverbe chinois,,calm,tristesse|choix|mental|attitude,#amour|#proverbeChinois|#tristesse|#choix|#mental|#sagesse|#attitude|#résilience|#paix,0,;
L'amour n'est pas regarder l'autre, c'est regarder ensemble dans la même direction.,Antoine de Saint-Exupéry,,warm,amour|direction|vision|partage,#amour|#saintExupéry|#direction|#vision|#philosophie|#relation|#sagesse|#partage|#connexion,0,;
Aimer quelqu'un, c'est lui dire : tu ne mourras pas.,Gabriel Marcel,,warm,amour|immortalité|présence|éternité,#amour|#gabrielMarcel|#immortalité|#présence|#philosophie|#éternité|#sagesse|#relation|#âme,0,;
L'amour ne se possède pas, il se vit.,Khalil Gibran,,warm,amour|possession|vie|liberté,#amour|#gibran|#possession|#liberté|#philosophie|#relation|#sagesse|#vie|#connexion,0,;
Où il y a de l'amour, il y a de la vie.,Mahatma Gandhi,,warm,amour|vie|présence|lumière,#amour|#gandhi|#vie|#présence|#philosophie|#sagesse|#lumière|#humanité|#connexion,0,;
Ce qui est aimé ne disparaît jamais vraiment.,Anonyme,,warm,amour|mémoire|présence|éternité,#amour|#mémoire|#présence|#éternité|#philosophie|#sagesse|#relation|#perte|#connexion,0,;
L'amour est la seule chose qui grandit quand on la partage.,Anonyme,,warm,amour|partage|abondance|don,#amour|#partage|#abondance|#don|#philosophie|#sagesse|#relation|#générosité|#connexion,0,;
Deux âmes avec une seule pensée, deux cœurs qui battent comme un seul.,Friedrich Halm,,warm,amour|âmes|connexion|unité,#amour|#halm|#âmes|#connexion|#poésie|#relation|#sagesse|#unité|#sentiment,0,;
L'amour est aveugle, l'amitié ferme les yeux.,Friedrich Nietzsche,,warm,amour|amitié|indulgence|relation,#amour|#nietzsche|#amitié|#indulgence|#philosophie|#relation|#sagesse|#sentiment|#connexion,0,;
Un seul être vous manque et tout est dépeuplé.,Alphonse de Lamartine,,melancholic,amour|absence|manque|deuil,#amour|#lamartine|#absence|#manque|#poésie|#relation|#sagesse|#deuil|#sentiment,0,;
Ce n'est pas le manque d'amour, mais le manque d'amitié qui rend les mariages malheureux.,Friedrich Nietzsche,,contemplative,amour|amitié|mariage|relation,#amour|#nietzsche|#amitié|#mariage|#philosophie|#relation|#sagesse|#connexion|#réflexion,0,;
La seule façon d'être aimé, c'est d'aimer sans espoir de retour.,Gustave Flaubert,,warm,amour|gratuité|générosité|retour,#amour|#flaubert|#gratuité|#générosité|#philosophie|#relation|#sagesse|#don|#connexion,0,;
L'amour est un feu qui brûle en secret.,Thérèse d'Avila,,warm,amour|feu|secret|mystique,#amour|#thérèseAvila|#feu|#secret|#spiritualité|#mystique|#sagesse|#âme|#connexion,0,;
Ce que tu cherches est à l'intérieur de toi-même.,Rumi,,contemplative,intérieur|soi|recherche|découverte,#rumi|#intérieur|#soi|#découverte|#soufisme|#philosophie|#sagesse|#développementPersonnel|#spiritualité,0,;
La première étape vers la connaissance est de savoir qu'on ne sait pas.,Socrate,,contemplative,connaissance|ignorance|sagesse|humilité,#socrate|#connaissance|#ignorance|#humilité|#philosophie|#sagesse|#éveil|#réflexion|#développementPersonnel,0,;
